overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
2.0,True,"03 3, 2003",A1W00UPFJSRXZ2,B00005Y4Q1,C. Ch.,"the gfx might be good.... but what good are realistic graphics when the gameplay stinks? This game has amateur-game-studio written all over it.... There is only one way to beat every level! that makes it basicly a walk-through interactive movie with linear advancement... gets very boring and doesnt require intuitive or logical thinking on the part of the player. After playing games like deus ex or nolf/nolf2, which had excellent story as well as multiple ways to complete each level, a game like unreal2 is a joke.
plus there are lengthy loading screens about every 5-10 mins of play....and im on a p4-2.26ghz with 1GB of pc4200 and it takes 1min+ to load levels! I mean max payne had nearly as good gfx in unreal2, but had much shorter loading screens and they were few and far between.... and not to mention in unreal2 u must wait 1min+ just to quick load after you die... it really tests your patience.
on another note, the reason i gave this 2 stars instead of 1 is because the introduction movie/ingame cinematic (with studio logos) actually puts you in awe... very breathtaking..... but from there on out the game goes downhill.
also, for people experiencing crashes.. there is a patch out that fixes it.. i had the same problem (i had to disable EAX) but after patch i can now enable it again and the game runs fine.
--------------------------------
overall.... this game is a waste of money.. it belongs in a jewel case on the ""value shelf"".
-duck",terrible gameplay,1046649600,10,,
2.0,False,"10 28, 2016",A20N4DMXRJW5MJ,B00RKK11O2,Kelvin Pratt,"UGHHHHHHHHHH!  NOT WHAT HALO IS SUPPOSSED TO BE, NOT EVEN CLOSE.  NO ORIGINALITY.  HALO NEEDS BUNGIE BACK.","UGHHHHHHHHHH! NOT WHAT HALO IS SUPPOSSED TO BE, ...",1477612800,,{'Format:': ' Video Game'},
2.0,False,"06 9, 2011",ANEDXRFDZDL18,B004UJNN5G,Serene Night,"I was really looking forward to generations. However the game doesn't appear to have been thoroughly tested, because after installing it, I found that the lifetime reward that I use a lot- No Jealousy ceased to function. This is because Generations has updated the game to include an intrusive new  called ""romantic reputation."" Romantic rep, gives your sim a reputation score based on how many romances your sim currently has. Problem is- this new play device is very sensative. Your sim can get a bad rep if their spouse DIES and is a ghost! Or if you have a love interest in HS that your sim never bothered to break up with. This can effectively destroy your sim's relationship by forcing the Sims's spouse spontaneously accuse them of cheating and break up. Sims also gets bad reputations for being non-monogamous which is simply way too paternalistic for my taste especially for unmarried Sims. In real life a person can date more than one person without being a 'cheater.' Or a gay partner can have children with the straight roommate. However with generations utter monogamy seems to be the only option. I really dislike that. Who and what is considered romantic cheating should be up to the player. It is as bad as the 'celebrity rumors' introduced in Late Night where a sim got a bad moodlet form having a child out of wedlock. This isn't the 1940's. I don't need the game passing judgment on my sims. I want to decide if they breakup or consider their spouse a cheat.

The other thing I dislike about Generations is the way EA implemented memories. It is very poorly done. Basically, memories is purely cosmetic, it takes small thumbnails of such events as: ""Burned the toast"" and ""Danced the Smustle"" and captures them in a scrapbook. The game constantly prompts you to spam your facebook page with these ridiculous events. The memories DON'T have any game impact, so it is basically a cosmetic feature which makes the game run slow and advertises sims for EA. I don't think it is cool that EA is using players to advertise their games! Fortunately, you can turn the feature off in options.. But memories are still being saved, and this feature slows down your game, and creates larger and larger save files.

I do like some of the new features. The imaginary friend is cute, and the new interactions with children are great. There is also a tremendous amount of stuff for children and teens to play with including a tree house, waterslide, and toybox with costumes.

Overall, I just didn't like it. If they had taken out the romantic rep, and the other elements which remove free choice from players such as the antonymous breakups etc. I would like it more. Sims is a game that builds on previous expansions so if they don't value and support the previous content, adding new content which breaks simmers games just doesn't work for me.",Weak and loathe the way sims generations handles romantic relationship,1307577600,15,{'Platform:': ' PC/Mac'},
2.0,True,"09 7, 2014",APVCTBULDKXN5,B00001ZWMV,Victor Trejo jr,Used instead of new. Disappointed.,Disappointed.,1410048000,,,
2.0,True,"12 21, 2005",A1JL0AY1YZWKSR,B00006JL1P,Bashar,"First of all, I got really impressed with the ratings and reviews this game got. But when I play it, I always double check to make sure its the same game!.

First of all, I live in Kuwait where pirated copies are only a few bucks and you find them everywhere. But I respect the time and effort put into the game, so I ordered it from outside. Original are hard to get in Kuwait. I received a box with plain two CDs without a proper pack or even a manual. Its like when you receive a free CD with a magazine. Thats really a shame for a start.

Second, I started playing the game and not so impressed with the graphics resolution and neither the animation. But thats OK I said, its kinda old game perhaps. The mysterious story may be the good thing about it. The cursor itself, environment movement, and overall playing experience is one of the worst I have faced in adventure games.

Third, the unlimited bugs who are seeming to be more difficult to beat than the game it self. I am only in the second chapter and this is the second time I am forced to repeat from an old save. The first save for some reason is not loading. The second time I moved on, I got stock somewhere where I can only move my cursor, and can click nowehere else. i.e., I have to close and repeat.

Despite our all hopes, it seems adventure gaming ages are really over. I rarely accept any single hint in an adventure game, but with this one, I already started reading hints just to move on and see where I end up... and then there was the bug that stopped me. I really doubt I will ever continue the game, and even though its only 10$, I regret them.",TERRIBLE!!!,1135123200,10,,
2.0,True,"10 11, 2011",A2OYGD3W1AZEB9,B000U1OOH4,Speed,"I've been looking for a simple joystick for FSX. It seemed the Logitech joysticks suffered from reliability issues, so I decided to try this joystick because of the good reviews. When I received the joystick, everything seemed great, except for the throttle. I actually liked the position of the throttle on this model, which was one of the main reasons I decided to go with it. However, I was surprised to find that it seemed hard to move. It seems you can put your thumb in it, but to move it requires a certain amount of force to get it moving that when it finally does, it jumps. Also there's a ""stop zone"" in between the silver and red marks, which is another thing that makes it more difficult to control. I was expecting a smooth motion like I had with my Wingman 2 I was replacing. The throttle on the Wingman feels very fluid, and is easy to move so you can easily control the position. I thought I had a defect so I called Thrustmaster and they said to return it to Amazon. I received my replacement and sure enough, the throttle is the same. Not only that, but this one made an annoying pop/click whenever the joystick returned to center from the left half. I ended up returning it and I'll be going with another joystick.",Throttle isn't what I expected,1318291200,39,,
2.0,True,"02 22, 2013",AM9JTIC52A2OC,B0013OL0BK,PDXraven,"I was excited to see a charger for such a reasonable price, but when it came it is such a cheap version. It has two little flimsy wires in the back to send a charge through, I am worried that they will get bent or broken. If you have children I would recommend a different set up. It was also difficult to get the rechargeable battery pack onto the wiimote. I think I will stick with my regular rechargeable batteries and invest in a better quality charger later.",Charger vs. Batteries,1361491200,,,
2.0,False,"01 7, 2002",ASHK9LB9MU5ZI,B00004W4R0,Amazon Customer,"I am a huge WCW fan and I am angry and sad because it doesn't come on any more. I love WCW Mayhem by Electronic Arts, and that was their first wrestling game, and this is their second , but it is something that you dig out of a litter box. I don't like this game because there are only about four weapons laying around and when you use a weapon about three times it turns into dust and that makes it impossible to win a first blood match (they're nearly impossible to win with weapons anyways). Also, the backstage areas that you have to wrestle in are smaller than the wrestling ring itself. There are only about two moves that you can do besides punching and kicking and you have to win a match, which is almost impossible, to unlock a new move. It is also very confusing to even start a match on this game. The graphics would look better if you cracked the television screen with a hammer. WCW Nitro is better than this game. Any wrestling game, even on Atari, if they have a wrestling game for it, is better than WCW Backstage Assault. The only thing this game is good for is to keep a fire burning for a couple of extra minutes.",...and I thought The Grinch was a bad game!,1010361600,3,,
2.0,False,"04 24, 2016",A2LQNY854DQS01,B00ZGRLJJS,N. Chambers,"So I really wanted to like this game, being a long time Transformers fan (an understatement). And while it seems to do a great job of theming the game up with transformers, it never really feels like Transformers to me. It feels like an action arcade game with Transformers slapped on it really really well. But transformers never fought like this or were in high speed adrenaline chases. Thematically I think transformers would be a better rpg game or adventure game. In this game we have Optimus floating in air while doing attacks and flinging his vehicle self at robots. So while they do a great job at trying to make the theme apply it never sticks, despite the really incredible character models and voice acting.

The game itself is bland. I feel like I've played games like it back on the n64, just much slower, but with the same amount of camera angles, depth, and lack of thought out features. For instance, I tried to change the difficulty level and it warned me it would restart the chapter. It hadn't actually introduced chapters at that point so I assumed it was check points, and this ended up making me restart the game. The game isn't fun. It's repetitive. And the levels are boring, ugly, and visually empty as if it were designed for ps2. If you are a transformers fan I feel you are much better off playing the high moon studios games, despite it not having the amazing G1 presentation.

I'd watch a new cartoon with those character models though. But even at the psn sale cost of $17 this was not worth my money or time. I hope it leads to better titles by a different studio.",Not up to par.,1461456000,,{'Platform:': ' PlayStation 4'},
2.0,False,"09 1, 2015",AO5W3OLUR89GZ,B006QRNKOO,ss3growntrunks,"It starts off really good, but that is only the first 30 minutes, the rest is lame at best. Flying is the coolest thing ever, but that alone doesn't make a great game. So to summarize:

Pros:
- Flying, it is awesome.
- Some, less than half, boss fights are really cool, especially the one from Ancient Cistern.

Cons:
- Dungeons are nothing special
- You run after Zelda the whole game, from first temple to last. THAT is the whole story, you following her and never catching up until the end.
- Main antagonist is lame with no backstory.
- Final boss is not Ganondorf nor anyone really important, just some guy that appears at the end, which is supposedly the root of all evil in subsequent games, but otherwise the enemy has no real story either, just a reference to one.
- Nothing special about the items you use.
- Game doesn't build any emotional connection within you with the places and people you meet.
- Game world is not open, you fly down a section, and the only way to get to another section is to fly up and down the other.
- End game doesn't make sense, you finally travel in time, but you can't go anywhere else in the world but the temple, totally defeating the purpose of you being in a different time period.

Overall, no story, purposeless traveling, independent sections of world, bored 95% of the time, a total insult to what Zelda games should be.
Don't bother playing, no matter what other reviews say.",Worst Zelda Ever,1441065600,,,
2.0,True,"09 20, 2016",A1FD0HT2DYL6TA,B00BFOEY4I,MrFourTwenty,Mute switch broke after just a few months.,Two Stars,1474329600,,{'Style:': ' G230 Stereo'},
2.0,True,"08 24, 2014",A22NCACH3ATIIQ,B00008URUA,anime freak,"It glitched up a lot. Couldnt play it.
This copy did work but this is a great game. I love it. I would buy a good copy.",great game bad disc,1408838400,,{'Format:': ' Video Game'},
2.0,False,"02 5, 2013",A1E8FL8B743B7R,B007PX6MFM,Lila,"It was damaged when I got it, the top flap doesn't stay in. It is also a little difficult to remove the game cartridges.",Not so great,1360022400,,,
2.0,False,"07 30, 2003",A2JU4FUSW1PBEC,B00005RD71,Michael P.,"I honestly do not see what everyone else does in this game. I bought it based on the all the tremendous hype it received. I was really excited about the game when I first played it, but within a week of installing it, I realized that it just wasn't all it was made up to be by all the hype.
The world is expansive, yes. In fact, its overwhelming. The landscapes look great and the enviornmental and weather effects are amazing. The problem with this gigantic world is that it is sparsely populated. You only see signs of life when you go into towns or dungeons. Most of the time the wilderness is uninhabited. And that makes the game lonely. In fact, this game is like playing Ever Quests and other similar massive online games...except you are the only player. There is no one else. And that gets lonely. Why a multi-player option was not included is beyond comprehension.
The character models are quite possibly the ugliest character models I have ever seen in a game. The faces are hideous, and all the models look deformed and blocky. This is not because of a system configuration (my computer running top of the line hardware), it is just horrible character design. Further adding to the feeling of repetition, there are only about 5 or 6 different faces per race, further split up between gender. So, with hundreds of NPC's in the game, you see the same faces repeated...ALOT. Not only are all the faces and character models virtually identical, but they all repeat the same text over and over. Although there is a long and involved story in the game, I could never follow it. I didn't find it interesting at all, and frankly, since every character said virtually the same thing, after a while I just found myself not really caring what NPC's said. I ignored them completely. That made the game utterly boring. Maybe its my own fault, but I honestly just got sick of reading the same text over and over from the repetetive NPCs.
Creating your character is probably the only entertaining thing about this game. You have the option to pick a pre-existing class, have a custom class created for you by answering questions, or creating your very own class, mixing any abilities that you wish. There are multiple races to choose from, each having unique abilities that set them apart from one another. Picking your appearence is pointless, simply because there aren't many choices, and they all look the same. Plus, you'll see whatever face you pick for yourself repeated over and over in the game on the NPCs, as I mentioned earlier.
Upping your skills in the game is simple enough, though it takes hours and hours. If you have the time--and high boredom threshold--you could stand in one spot using your skills over and over and get them up. Using your skills over and over is the only way to advance them, and until you find heavy combat areas, you won't advance much at all.
Despite the amazing environmental graphics and weather effects, great ambient sound and sense of exploration, Morrowind just doesn't really cut it. I found the music to be repetetive and dull. There is alot to do in the game, but quests just seem so empty. Of the few quests that I did, I never once got a feeling of satisfaction upon completion. In the end it just felt like more mundane tasks to do, and that made it boring.
The heavily touted World Editor allows you to do all types of things, editing almost anything about the game.  You could build your very own world if you had the time and patience.  Oh, and did I mention you need a degree in Quantum Physics to even comprehend how complex the editor is?  Only die-hard, heavily devoted users who would forsake everything else in their life and spend countless hours, days, even weeks trying to learn and master the editor should bother with it.  It is definitely not for the casual editor, or someone with a remote interest in tinkering with the game.
If you have countless hours to devote to this game, then you might find it enjoyable. Frankly, I just do not have the time or patience to devote to the game...and it quite simply does not live up in any way to the tremendous hype it received. If the game DID live up to its hype, then I would enjoy it...then I would find the time to devote to this game. In the end, I found it to be nothing more than a repetetive, boring, and dreary gameplay experience. Morrowind should only be played by fanatic, hardcore RPG players. Casual gamers should stay away.",One of the most overrated games of all time,1059523200,7,{'Format:': ' Video Game'},
2.0,True,"02 28, 2011",A17C1GS384ORCX,B000VSHMC0,Steve B.,"I have played all of the F.E.A.R. games, including F.E.A.R., Extraction Point, F.E.A.R. 2, and this was definitely my least favorite.  It never felt like it took off.  I kept waiting for my big interactin with Alma, or a big boss of some sort and it never happened.  The original game was one of the first and only games that ever made me actually jump in my seat, and this one didn't frighten me in the slightest.  This is not a horrible game mind you, but it did nothing to add to the already great original, and actually may have detracted from it a bit.  If you really want to play all of the games in the series and are just looking for add on content, then get this.  If you are hoping for an engaging story and good action, pass on this one.",Disappointing,1298851200,,,
2.0,True,"05 11, 2015",A1QAE0Y8LM1G2R,B00IGHP28Y,L52,This game was not made by the company that made the first two. The game play is not as smooth and you will die out of nowhere.,This game was not made by the company that made ...,1431302400,,{'Platform:': ' PlayStation 3'},
2.0,False,"02 16, 2003",A2RUMU787KS0F6,B00004S99X,Amazon Customer,"The concept of making Wario immortal was, in my opinion, a stroke of genius, and handled flawlessly in Warioland 2. In this game, however, it wears thin very quickly, especially in the Boss battles, where one hit is often enough to send Wario flying off the screen, making it almost impossible to beat any given boss in less then seven tries.
The game's level design must've looked good on paper, but is very poorly executed. You must go through each stage four or five times to find all the keys, chests and tresaures. Time of day is factored as well, and after finding a tresure almost every stage in the game is radically changed. For example, find the seeds in one level, and now there are huge vines growing everywhere in the levels you've already completed, allowing access to new areas and items. It can get very repetitives very quickly.
Also, for some reason, Warioland 3 has the worst graphics of the series. The first game even looks better. Backgrounds are almost nonexistant, textures are bland, and, although this game was the first made specifically for the Game Boy Color, Wario is made up of only two colors. Huh?
On top of all of this, you must track down your abilities, which Wario seems to have lost since the end of the last game. While this system worked wonders in Metroid Fusion, it's tedious and unnecissary in this game, the weakest of the otherwise outstanding Wario series.",Weakest link...,1045353600,2,,
2.0,False,"01 24, 2014",A18BFCKNZS3KHX,B000P46NMA,B J,"The game has great mechanics that are just not utilized. The story also takes roughly 4 hrs to get through a tutorial situation. It's very difficult to have fun with this game. I love the assassins creed series, but this is the worst of them.",Misses the mark.,1390521600,,{'Format:': ' Video Game'},
2.0,True,"01 22, 2013",ADX6KUX4WWSJD,B002SD94AY,anonymously,"moves around too much, not firm or anything, which is expected of silicone but doesnt work on psp well. oh well",too movy,1358812800,,,
2.0,True,"05 16, 2014",AJ1AOBCX1UU2Y,B0038KMNDQ,AdmiralP,"The ""upgrade"" I received likely has a minor defect, so my base opinion is probably biased downward.

The one I received, though brand new, starts out sounding as if the fans are really struggling to get up and running. Once they have ""stretched"" (as I have called it) the fans are not terribly noisy, but I am aware to some people any decibel rise is unacceptable.

In my opinion, the largest downfall is that the item appears to be making heat flow less productive. My theory is that the PS3s stock cooling is faster and more efficient than the additional hardware. If the fans are attached when I approach the system after shutdown I can feel (though have never officially measured) the increased heat at the rear of the PS3. I have considered the possibility this could simply result from the push of hot air out. However, not only is this emanating heat increased from instances where I have the fans off, but it significantly climbs the moment I proceed to remove the cooling expansion. This was glaringly noticeable when I needed to pull the exhaust for the purpose of disconnecting my LAN. My assumption is that the stock cooling is pushing harder than Nyko's intercooler can keep pace with. I feel it is essentially forcing a bottleneck thereby preventing the heat itself from be sent directly out of the console's shell.

Perhaps I just received a weak specimen, but I really feel this product is more of a threat to the rig than an asset. Once my Nyko fans have done their ""stretching"" it seems like the attachment is running at 100% of its capabilities. Aside from the noisy start I have no evidence to the contrary that my intercooler is performing at its intended standard.

As you can likely imagine, this fan expansion has been permanently purged from use on my PS3. It will never see use again in my home. In fact, if I could give it to any of you, I would gladly upon request. This is one of those products I just consider a loss and a learning experience. I hope some shopper(s) get more satisfaction and utility out of the device than my abode. As far as recommendations/reviews go; I can only wish I had acquired this purchase sooner. Maybe then my cautionary words might have actually served to have helped someone out in their decision of whether or not the device is beneficial. As it stands with the next gen console(s) released (and this system encroaching quickly on a decade since release) it would seem my insight is of the ""day late and a dollar short"" variety.",Honestly seems to create more heat.,1400198400,,,
2.0,False,"11 7, 2013",ACSP5P1P3J5YV,B00002STXQ,Thatswild,"This is one of the most overrated games of the Mario series. First of all, it's extremely difficult and frustrating. There's always been a problem with Mario games concerning the controls, they're slippery and not responsive enough for the difficulty of the game. Also the fact that the only attack Mario can do is jump on his enemies, at least in this game which isn't enough arsenal for the amount of enemies that are set against you at one time (armies of them). I know people who have been stuck on the same level for years and it makes me wonder why people bother with this game.

Another dire problem is the process of saving your game. The game only lets you save at designated points instead of saving at the completion of each level which again makes this game seem frustrating when you complete a substantial amount of the game and suddenly die and get sent back five to eight levels for losing all your lives.

I would've given the game 2 stars for the graphics alone which look somewhat advanced for 1991 but there are so many games from the 16 bit era that surpassed it that I'm going to ignore the graphics in this review because they simply don't make up for its lack of detail and intuitiveness in everything else. In comparison to Donkey Kong Country and Sonic The Hedgehog 3 this game is dwarfed for its graphics. Another reason to overlook the graphics is the blending of levels in which the same type of level looks nearly identical to every level of its kind.

And let's not forget the overrated soundtrack. The music is dull, repetitive, and juvenile and not in good way. It's not uncommon to hear the same music being played for three or more consecutive levels which is  ridiculous because they didn't even do this on the NES.

Now don't get me wrong, I'm a casual Nintendo fan who immensely enjoyed other games on the Super Nintendo and Nintendo games on newer consoles, Super Mario World isn't one of them because it's frustrating and it sucks.","Don't Waste Your Time Playing This Game On the SNES, The GBA Version Is Superior",1383782400,,{'Format:': ' Video Game'},
2.0,False,"01 18, 2008",A1DQTNDCY2KHP4,B000CFWHQ8,umlriverhawk555,"When I was told I could have this game I was pumped. When I loaded the game and saved my data, it took 3000 kb for rosters, profile, and dynasty. That and it was hard to play without setting everything good and taking about 750 kb. The only way to set the ball in the strike zone is to try and pitch it high. My way of hitting is to just swing and see what happens. Hitting was fairly easy, and playing on easy, I was losing 19-1 in the 3rd. My favorite part of the game is to......... hit batters with fastballs. So overall, 2 over 5.","Little data, lots of space, only good to hit batters",1200614400,,{'Format:': ' Video Game'},
2.0,True,"02 25, 2008",A2J6QTR2K7NMFS,B000MTF05Y,TrUsTiNnOoNe!,"I got this game based on the price of $9.99.  This game is really bad, I like Anime but this game lacks everything in the Xbox 360 Dept.  Bad gameplay, music, and graphics.  This title will work well for kids 5 yrs old and younger.  Buyer beware!",U get what you paid for!,1203897600,3,,
2.0,False,"05 24, 2005",A1JO5E9OD96VLO,B0007SL202,W. Newberry,"The good thing about this game is its Good Graphics. The bad things about this game are as follows The Game is too short ,The Coop have limited levels only 4, Its all a Side scrolling game and its not as immersive as true 3-d third person games , The Gameplay too simple/easy ,The game is Overpriced for a game you can beat in 1 or 2 days , You Only get 2 Force powers per player.  This game (might) be better suited for much younger players,novice  players , or players who like a very simple & easy game experience. I wish they couldve made this game into a true 3-d third person game in the same fashion as Jade Empire. My biggest complaint is the old school side-scrolling gameplay ,its outdated technology. A true 3-d style game is much more immersive & exciting. In this game you spend too much time wondering whats in front,to the side,or behind you ,because your sight is limited in side scrolling. This game feels like an upolished rushed into production game. I imagined a game like KOTOR mixed with the light-saber fighting in the style of Jade Empire.",Rent Only.,1116892800,2,,
2.0,False,"11 7, 2012",A2OTTBZWWA0U7V,B0045U4U52,Mike G,"I was looking forward to this game, I really was but honestly it fell so short so hard that it hurts.

The gameplay is pretty dang good, it pulls off shooting really well with the limited (1 analog stick) controls of the PSP, and the combat can be really fun. You can upgrade guns and acquire different gear which adds to the fun of combat.
The unique gameplay mechanic is that you can jump from person to person controlling them. So if you're about to die, quantum leap to your buddy and you're still okay. Or if you need to get behind a weakspot or something.

The issues:
The story has nothing to do with Parasite eve and honestly poor regardless of ties to the series. The ending (no spoilers) ruins things even further especially when you consider the main character and the unlockable shower cutscenes that sorta paint a bad picture (when you tie the ending and it's meaning to this).

The story as a whole comes off as a Sci-fi Channel movie, or basically: Poorly written to the point it's funny.

Enemies are anonymous blobs with no character to them, they honestly come off like bullseye targets with how some of them are designed. And the other issue is; they have nothing to do with the Parasite Eve lore.

The voice acting is a mixed bag with characters saying things that are useful and obvious and repetitive. Aya being the worst one by far, to me it just felt like another strong female lead being written as a weak scared little girl (much how Samus in Other M was written).

I have no idea why they called this Parasite Eve when there's no ties to the original beyond a few call backs, if they called this Monster Shooter it'd probably have been better off and not gotten glares from PE fans and also might have had a better chance at a better story. But it's not even poor because it's lacking ties to previous games, it's just overall not good and lacks a quality story, good voice acting and a strong/likable role from the main character Aya.",Unngh,1352246400,2,,
2.0,False,"12 1, 2006",A34AG5PQMNUE16,B0009Z3IWS,Creo Larry,"The Graphics are amazing, however the ai's are very hard and the game itself is way to hurried and very unfun. not a good game.",2 for the Graphics.,1164931200,,{'Platform:': ' Xbox'},
2.0,False,"08 8, 2008",A3AV53EIA4EO41,B000YFOGS8,Timothy Branik,"playing this game reminded me a little of playing SW Empire at War only worse.  I quickly lost interest in this game and never finished more than a couple of levels. Maybe this game is better in Multi-player mode, but as far as single-player mode is concerned i'm gonna have to give it 2 thumbs down. Play Empire at War instead you will not be disappointed.",I'D RATHER BE PLAYING EMPIRE AT WAR!,1218153600,,,
2.0,False,"02 19, 2014",A2KZQ6ZK98FSI7,B000ZK9QCS,Keith Lawless,"OK, so I finished Dantes Inferno and it kicked butt! I then popped in GOW3 and saw how similar it was in fighting styles.  However, Dantes fighting and the smoothness of the graphics blows away GOW3.  GOW does have some really cool scenes and ideas, but the horrible game play made me frustrated and I turned the game off and will never play it again.",Stopped playing after an hour or so......Dantes Inferno is way better!,1392768000,,{'Format:': ' Video Game'},
2.0,True,"11 17, 2015",A2VZLHUQIJFVFM,B00W8FYF56,Dad it Yourself,"Another shining example of game developers misguided obsession with online gaming ruining what could have been a great game. In years past Battlefront has given us the opportunity to play through an entire war, moving from planet to planet and space fleet to space fleet recreating all the epic battles from the cannon... No more.

This has essentially been boiled down to Halo style PvP (with groups) on some barely recognizable locals dressed as a storm trooper or a vaguely rebel looking fellow and hoping desperately that there will soon be more... There is no more...

If you love really basic first person shooters and think Star Wars looks cool but you don't know a whole lot about it, you'll probably love this game... Otherwise, avoid it.",Not the game you think it is.,1447718400,4,{'Format:': ' Video Game'},
2.0,False,"08 20, 2014",A2U2LAQX8AWPC4,B0020KZZHG,Devin Lewis,"Possibly the worst AI I've ever played against in a strategy game. Goes from being psychic to super dumb almost instantly. Since I bought this for the singleplayer/skirmish mode, I'm not terribly pleased. Some really neat ideas... executed very poorly. And, as crappy icing on this crap cake, the graphics are ugly as sin.",Blegh,1408492800,,"{'Edition:': ' Standard', 'Platform:': ' PlayStation 3'}",
2.0,True,"08 8, 2014",A3TX6N8CGH5TT3,B0042GW7BI,yshua,Seems like today's video games are too cinematic and not a true gaming experience. Try it out to see if you like it.,Too cinematic!,1407456000,,{'Platform:': ' PlayStation 3'},
2.0,False,"02 13, 2012",A2GQ98Q2ZSCUGS,B000ZKA0J6,D. Wilson,"Cons -
1) Short campaign
2) Unimpressive visuals
3) Balance issues
4) No LAN
5) Match making takes too long

Pros -
1) Entertaining while the campaign lasted
2) A few hidden quests were fun to pick up on
3) Runs great on older hardware

Worth playing once it's hurts the $20 mark.",Didn't meet expectations,1329091200,6,{'Format:': ' Video Game'},
2.0,True,"10 10, 2011",AWH4AZXWSI8KR,B002I0HBZW,Evan B. Bruno,"No one was more psyched about the release of this game than me. When you see Rockstar and film noir in the same sentence, you can't help but get excited, but my excitement quickly turned to anguish as I tried to finish this arduous and dull game.

The graphics are tremendous in terms of facial recognition and voice acting. This will become the new standard in gaming. while the character model bodies are okay to good, the faces are actual actors giving performances with nuance and subtlety that is simply unmatched in gaming. In a game where you play a detective endlessly questioning and interrogating townsfolk, you need to be able to read between the lines. LA Noir succeeds here, and if the game was a demo at a convention, you'd be happy with it.

Problem is, the game is much longer than a demo, and the redundant format of crime scene investigation and interrogation just become too much like work, and so you end up losing interest quickly by blowing through some of the questioning just to see what happens next. This is not the intended way to play the game, but it just doesn't move fast enough to hold most people's interest.

But the real failing of the game is what happens outside of the crimes. The driving is horrendous. If you think you're going to get a 40's version of GTA, you'd be sorely mistaken. With all the promises that the cars behave differently, I didn't see much diversity in the way they drove. The cars are fairly slow, the city is kind of boring and repetitive, and the traffic on foot and tire are both quite dull.

I finished the game, but I can safely say that one time is more than enough. So, half of the game is technically amazing, but boring, and the other half is technically half-baked and boring. Not a good mix.","Tedious, boring, and kind of unfinished",1318204800,3,"{'Edition:': ' Standard', 'Platform:': ' Xbox 360'}",
2.0,False,"12 31, 2013",AXMJ6OG1DUQ31,B002BSA298,Doug,"While the games that use Kinect are fun at first, we've found that our desire to play the Kinect games disappeared after a couple of weeks, this coming from an adult and a 7 yr old.  If that was the only problem, then it would be a fine product for when it gets used.  However, we also find that its tracking of us can be hit or miss, and it recommends that we stand all the way back to our couch, even though we have what I would say is a medium sized room.  The biggest annoyance, though, is the fact that every time we watch a movie via Netflix, Xbox Video, or YouTube, something is said in the show that pauses the video, or stops it completely.  There hasn't been a show in the past month where we had to yell ""Cancel!"" or ""Play!"" at the Kinect to start the video up again. We end up needing to unplug the Kinect any time we want to watch a movie without interruptions.",Most annoying add-on,1388448000,,,
